ID,Category,Subcategory,Title,Template,Description,Variables,Platform_Optimized,Complexity
ANIM_283,Anime,Scene,School Anime Scene Variation 1,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_284,Anime,Scene,School Anime Scene Variation 2,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_285,Anime,Scene,School Anime Scene Variation 3,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_286,Anime,Scene,School Anime Scene Variation 4,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_287,Anime,Scene,School Anime Scene Variation 5,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_288,Anime,Scene,School Anime Scene Variation 6,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_289,Anime,Style,Fantasy Anime Variation 1,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_290,Anime,Style,Fantasy Anime Variation 2,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_291,Anime,Style,Fantasy Anime Variation 3,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_292,Anime,Style,Fantasy Anime Variation 4,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_293,Anime,Style,Fantasy Anime Variation 5,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_294,Anime,Style,Fantasy Anime Variation 6,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_295,Anime,Style,Mecha Anime Design Variation 1,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_296,Anime,Style,Mecha Anime Design Variation 2,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_297,Anime,Style,Mecha Anime Design Variation 3,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_298,Anime,Style,Mecha Anime Design Variation 4,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_299,Anime,Style,Mecha Anime Design Variation 5,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_300,Anime,Style,Mecha Anime Design Variation 6,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_301,Anime,Character,Magical Girl Character Variation 1,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_302,Anime,Character,Magical Girl Character Variation 2,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_303,Anime,Character,Magical Girl Character Variation 3,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_304,Anime,Character,Magical Girl Character Variation 4,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_305,Anime,Character,Magical Girl Character Variation 5,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_306,Anime,Character,Magical Girl Character Variation 6,"magical girl character, {art_style}, {colors}, {mood}, {quality}",Anime magical girl character template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_307,Anime,Style,Anime Villain Design Variation 1,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_308,Anime,Style,Anime Villain Design Variation 2,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_309,Anime,Style,Anime Villain Design Variation 3,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_310,Anime,Style,Anime Villain Design Variation 4,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_311,Anime,Style,Anime Villain Design Variation 5,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_312,Anime,Style,Anime Villain Design Variation 6,"anime villain design, {art_style}, {colors}, {mood}, {quality}",Anime anime villain design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_313,Anime,Scene,Slice Of Life Scene Variation 1,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_314,Anime,Scene,Slice Of Life Scene Variation 2,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_315,Anime,Scene,Slice Of Life Scene Variation 3,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_316,Anime,Scene,Slice Of Life Scene Variation 4,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_317,Anime,Scene,Slice Of Life Scene Variation 5,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_318,Anime,Scene,Slice Of Life Scene Variation 6,"slice of life scene, {art_style}, {colors}, {mood}, {quality}",Anime slice of life scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_319,Anime,Style,Anime Food Illustration Variation 1,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_320,Anime,Style,Anime Food Illustration Variation 2,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_321,Anime,Style,Anime Food Illustration Variation 3,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_322,Anime,Style,Anime Food Illustration Variation 4,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_323,Anime,Style,Anime Food Illustration Variation 5,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_324,Anime,Style,Anime Food Illustration Variation 6,"anime food illustration, {art_style}, {colors}, {mood}, {quality}",Anime anime food illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_325,Anime,Style,Anime Cityscape Variation 1,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_326,Anime,Style,Anime Cityscape Variation 2,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_327,Anime,Style,Anime Cityscape Variation 3,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_328,Anime,Style,Anime Cityscape Variation 4,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_329,Anime,Style,Anime Cityscape Variation 5,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_330,Anime,Style,Anime Cityscape Variation 6,"anime cityscape, {art_style}, {colors}, {mood}, {quality}",Anime anime cityscape template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ABST_331,Abstract,Geometric,Geometric Abstract Composition Variation 1,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_332,Abstract,Geometric,Geometric Abstract Composition Variation 2,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_333,Abstract,Geometric,Geometric Abstract Composition Variation 3,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_334,Abstract,Geometric,Geometric Abstract Composition Variation 4,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_335,Abstract,Geometric,Geometric Abstract Composition Variation 5,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_336,Abstract,Geometric,Geometric Abstract Composition Variation 6,"geometric abstract composition, {shapes}, {colors}, {composition}, {quality}",Abstract geometric abstract composition template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_337,Abstract,Fluid,Fluid Abstract Art Variation 1,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_338,Abstract,Fluid,Fluid Abstract Art Variation 2,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_339,Abstract,Fluid,Fluid Abstract Art Variation 3,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_340,Abstract,Fluid,Fluid Abstract Art Variation 4,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_341,Abstract,Fluid,Fluid Abstract Art Variation 5,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_342,Abstract,Fluid,Fluid Abstract Art Variation 6,"fluid abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract fluid abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_343,Abstract,Experimental,Minimalist Design Variation 1,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_344,Abstract,Experimental,Minimalist Design Variation 2,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_345,Abstract,Experimental,Minimalist Design Variation 3,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_346,Abstract,Experimental,Minimalist Design Variation 4,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_347,Abstract,Experimental,Minimalist Design Variation 5,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_348,Abstract,Experimental,Minimalist Design Variation 6,"minimalist design, {shapes}, {colors}, {composition}, {quality}",Abstract minimalist design template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_349,Abstract,Experimental,Color Field Painting Variation 1,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_350,Abstract,Experimental,Color Field Painting Variation 2,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_351,Abstract,Experimental,Color Field Painting Variation 3,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_352,Abstract,Experimental,Color Field Painting Variation 4,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_353,Abstract,Experimental,Color Field Painting Variation 5,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_354,Abstract,Experimental,Color Field Painting Variation 6,"color field painting, {shapes}, {colors}, {composition}, {quality}",Abstract color field painting template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_355,Abstract,Experimental,Abstract Expressionist Piece Variation 1,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_356,Abstract,Experimental,Abstract Expressionist Piece Variation 2,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_357,Abstract,Experimental,Abstract Expressionist Piece Variation 3,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_358,Abstract,Experimental,Abstract Expressionist Piece Variation 4,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_359,Abstract,Experimental,Abstract Expressionist Piece Variation 5,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_360,Abstract,Experimental,Abstract Expressionist Piece Variation 6,"abstract expressionist piece, {shapes}, {colors}, {composition}, {quality}",Abstract abstract expressionist piece template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_361,Abstract,Experimental,Contemporary Abstract Variation 1,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_362,Abstract,Experimental,Contemporary Abstract Variation 2,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_363,Abstract,Experimental,Contemporary Abstract Variation 3,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_364,Abstract,Experimental,Contemporary Abstract Variation 4,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_365,Abstract,Experimental,Contemporary Abstract Variation 5,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_366,Abstract,Experimental,Contemporary Abstract Variation 6,"contemporary abstract, {shapes}, {colors}, {composition}, {quality}",Abstract contemporary abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_367,Abstract,Experimental,Digital Abstract Art Variation 1,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_368,Abstract,Experimental,Digital Abstract Art Variation 2,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_369,Abstract,Experimental,Digital Abstract Art Variation 3,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_370,Abstract,Experimental,Digital Abstract Art Variation 4,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_371,Abstract,Experimental,Digital Abstract Art Variation 5,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_372,Abstract,Experimental,Digital Abstract Art Variation 6,"digital abstract art, {shapes}, {colors}, {composition}, {quality}",Abstract digital abstract art template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_373,Abstract,Experimental,Textural Abstract Variation 1,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_374,Abstract,Experimental,Textural Abstract Variation 2,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_375,Abstract,Experimental,Textural Abstract Variation 3,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_376,Abstract,Experimental,Textural Abstract Variation 4,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_377,Abstract,Experimental,Textural Abstract Variation 5,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_378,Abstract,Experimental,Textural Abstract Variation 6,"textural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract textural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_379,Abstract,Experimental,Organic Abstract Forms Variation 1,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_380,Abstract,Experimental,Organic Abstract Forms Variation 2,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_381,Abstract,Experimental,Organic Abstract Forms Variation 3,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_382,Abstract,Experimental,Organic Abstract Forms Variation 4,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_383,Abstract,Experimental,Organic Abstract Forms Variation 5,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_384,Abstract,Experimental,Organic Abstract Forms Variation 6,"organic abstract forms, {shapes}, {colors}, {composition}, {quality}",Abstract organic abstract forms template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_385,Abstract,Experimental,Architectural Abstract Variation 1,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_386,Abstract,Experimental,Architectural Abstract Variation 2,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_387,Abstract,Experimental,Architectural Abstract Variation 3,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_388,Abstract,Experimental,Architectural Abstract Variation 4,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_389,Abstract,Experimental,Architectural Abstract Variation 5,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_390,Abstract,Experimental,Architectural Abstract Variation 6,"architectural abstract, {shapes}, {colors}, {composition}, {quality}",Abstract architectural abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_391,Abstract,Experimental,Nature-Inspired Abstract Variation 1,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_392,Abstract,Experimental,Nature-Inspired Abstract Variation 2,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_393,Abstract,Experimental,Nature-Inspired Abstract Variation 3,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_394,Abstract,Experimental,Nature-Inspired Abstract Variation 4,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_395,Abstract,Experimental,Nature-Inspired Abstract Variation 5,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_396,Abstract,Experimental,Nature-Inspired Abstract Variation 6,"nature-inspired abstract, {shapes}, {colors}, {composition}, {quality}",Abstract nature-inspired abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_397,Abstract,Experimental,Emotional Abstract Variation 1,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_398,Abstract,Experimental,Emotional Abstract Variation 2,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_399,Abstract,Experimental,Emotional Abstract Variation 3,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_400,Abstract,Experimental,Emotional Abstract Variation 4,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_401,Abstract,Experimental,Emotional Abstract Variation 5,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
ABST_402,Abstract,Experimental,Emotional Abstract Variation 6,"emotional abstract, {shapes}, {colors}, {composition}, {quality}",Abstract emotional abstract template,"shapes, colors, composition, quality modifiers",All platforms,Medium
