Category,Subcategory,Word,Usage_Context,Platform_Optimized
aesthetics,colors,indigo,Visual aesthetic enhancement,All platforms
aesthetics,colors,violet,Visual aesthetic enhancement,All platforms
aesthetics,colors,lavender,Visual aesthetic enhancement,All platforms
aesthetics,colors,lilac,Visual aesthetic enhancement,All platforms
aesthetics,colors,plum,Visual aesthetic enhancement,All platforms
aesthetics,colors,magenta,Visual aesthetic enhancement,All platforms
aesthetics,colors,fuchsia,Visual aesthetic enhancement,All platforms
aesthetics,colors,rose,Visual aesthetic enhancement,All platforms
aesthetics,colors,pink,Visual aesthetic enhancement,All platforms
aesthetics,colors,blush,Visual aesthetic enhancement,All platforms
aesthetics,colors,salmon pink,Visual aesthetic enhancement,All platforms
aesthetics,colors,hot pink,Visual aesthetic enhancement,All platforms
aesthetics,colors,neon pink,Visual aesthetic enhancement,All platforms
aesthetics,textures,smooth,Visual aesthetic enhancement,All platforms
aesthetics,textures,rough,Visual aesthetic enhancement,All platforms
aesthetics,textures,bumpy,Visual aesthetic enhancement,All platforms
aesthetics,textures,textured,Visual aesthetic enhancement,All platforms
aesthetics,textures,coarse,Visual aesthetic enhancement,All platforms
aesthetics,textures,fine,Visual aesthetic enhancement,All platforms
aesthetics,textures,grainy,Visual aesthetic enhancement,All platforms
aesthetics,textures,glossy,Visual aesthetic enhancement,All platforms
aesthetics,textures,matte,Visual aesthetic enhancement,All platforms
aesthetics,textures,satin,Visual aesthetic enhancement,All platforms
aesthetics,textures,shiny,Visual aesthetic enhancement,All platforms
aesthetics,textures,dull,Visual aesthetic enhancement,All platforms
aesthetics,textures,lustrous,Visual aesthetic enhancement,All platforms
aesthetics,textures,polished,Visual aesthetic enhancement,All platforms
aesthetics,textures,metallic,Visual aesthetic enhancement,All platforms
aesthetics,textures,reflective,Visual aesthetic enhancement,All platforms
aesthetics,textures,mirror-like,Visual aesthetic enhancement,All platforms
aesthetics,textures,transparent,Visual aesthetic enhancement,All platforms
aesthetics,textures,translucent,Visual aesthetic enhancement,All platforms
aesthetics,textures,opaque,Visual aesthetic enhancement,All platforms
aesthetics,textures,frosted,Visual aesthetic enhancement,All platforms
aesthetics,textures,etched,Visual aesthetic enhancement,All platforms
aesthetics,textures,sandblasted,Visual aesthetic enhancement,All platforms
aesthetics,textures,brushed,Visual aesthetic enhancement,All platforms
aesthetics,textures,hammered,Visual aesthetic enhancement,All platforms
aesthetics,textures,fabric,Visual aesthetic enhancement,All platforms
aesthetics,textures,textile,Visual aesthetic enhancement,All platforms
aesthetics,textures,woven,Visual aesthetic enhancement,All platforms
aesthetics,textures,knitted,Visual aesthetic enhancement,All platforms
aesthetics,textures,felted,Visual aesthetic enhancement,All platforms
aesthetics,textures,embroidered,Visual aesthetic enhancement,All platforms
aesthetics,textures,leather,Visual aesthetic enhancement,All platforms
aesthetics,textures,suede,Visual aesthetic enhancement,All platforms
aesthetics,textures,patent leather,Visual aesthetic enhancement,All platforms
aesthetics,textures,wood,Visual aesthetic enhancement,All platforms
aesthetics,textures,grain,Visual aesthetic enhancement,All platforms
aesthetics,textures,marble,Visual aesthetic enhancement,All platforms
aesthetics,textures,granite,Visual aesthetic enhancement,All platforms
aesthetics,textures,stone,Visual aesthetic enhancement,All platforms
aesthetics,textures,concrete,Visual aesthetic enhancement,All platforms
aesthetics,textures,brick,Visual aesthetic enhancement,All platforms
aesthetics,textures,ceramic,Visual aesthetic enhancement,All platforms
aesthetics,textures,porcelain,Visual aesthetic enhancement,All platforms
aesthetics,textures,glass,Visual aesthetic enhancement,All platforms
aesthetics,textures,crystal,Visual aesthetic enhancement,All platforms
aesthetics,textures,plastic,Visual aesthetic enhancement,All platforms
aesthetics,textures,rubber,Visual aesthetic enhancement,All platforms
aesthetics,textures,metal,Visual aesthetic enhancement,All platforms
aesthetics,textures,steel,Visual aesthetic enhancement,All platforms
aesthetics,textures,iron,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,happy,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,joyful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,cheerful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,upbeat,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,optimistic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,bright,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,sunny,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,excited,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,thrilled,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,energetic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,vibrant,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,dynamic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,lively,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,sad,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,melancholy,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,sorrowful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,gloomy,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,somber,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,wistful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,peaceful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,calm,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,serene,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,tranquil,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,relaxed,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,content,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,dramatic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,intense,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,powerful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,bold,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,striking,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,epic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,mysterious,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,enigmatic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,secretive,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,intriguing,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,mystical,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,romantic,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,loving,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,tender,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,gentle,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,intimate,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,passionate,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,playful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,mischievous,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,whimsical,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,fun,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,lighthearted,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,elegant,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,graceful,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,sophisticated,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,refined,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,classy,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,dark,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,moody,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,brooding,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,ominous,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,foreboding,Visual aesthetic enhancement,All platforms
aesthetics,moods_emotions,sinister,Visual aesthetic enhancement,All platforms
